Order_ID,Order_Date,Ship_Date,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Region,Segment,Customer_ID,State
ORD-1593,2024-08-05,2024-08-09,Furniture,Bookcases,Bookcases 457,696.1,3,0.15,165.6,South,Consumer,CUST-2548,Illinois
ORD-1594,2023-05-17,2023-05-24,Furniture,Chairs,Chairs 366,3901.86,7,0.0,979.82,Central,Consumer,CUST-5835,California
ORD-1595,2022-12-18,2022-12-22,Furniture,Furnishings,Furnishings 257,2341.29,3,0.15,167.78,South,Consumer,CUST-7539,California
ORD-1596,2023-11-29,2023-12-01,Furniture,Tables,Tables 789,7834.24,9,0.25,1349.77,South,Consumer,CUST-7583,Pennsylvania
ORD-1597,2024-05-14,2024-05-20,Furniture,Chairs,Chairs 679,8654.81,6,0.0,696.35,Central,Home Office,CUST-2700,New York
ORD-1598,2023-07-29,2023-08-03,Technology,Copiers,Copiers 818,4378.9,3,0.25,1384.88,East,Corporate,CUST-9376,Illinois
ORD-1599,2023-11-12,2023-11-19,Office Supplies,Art,Art 182,917.65,10,0.25,119.51,West,Consumer,CUST-6723,California
ORD-1600,2023-06-19,2023-06-25,Office Supplies,Binders,Binders 569,2005.3,9,0.0,294.94,Central,Home Office,CUST-4992,Pennsylvania
ORD-1601,2023-11-25,2023-11-28,Furniture,Furnishings,Furnishings 773,437.29,3,0.1,149.05,South,Consumer,CUST-6013,California
ORD-1602,2024-03-17,2024-03-18,Furniture,Bookcases,Bookcases 477,3848.1,9,0.2,879.4,West,Consumer,CUST-9663,Texas
ORD-1603,2022-05-31,2022-06-02,Technology,Copiers,Copiers 339,306.38,1,0.2,100.37,East,Consumer,CUST-5227,Florida
ORD-1604,2023-10-25,2023-10-26,Office Supplies,Binders,Binders 913,1464.16,10,0.15,497.72,West,Consumer,CUST-4604,Illinois
ORD-1605,2023-03-18,2023-03-23,Technology,Phones,Phones 575,7162.55,5,0.1,2072.15,South,Home Office,CUST-1571,Ohio
ORD-1606,2023-08-14,2023-08-15,Office Supplies,Storage,Storage 138,1349.46,9,0.2,445.22,South,Home Office,CUST-1391,Georgia
ORD-1607,2022-04-01,2022-04-05,Office Supplies,Labels,Labels 168,47.39,8,0.2,2.6,West,Consumer,CUST-9444,Georgia
ORD-1608,2022-10-04,2022-10-10,Furniture,Furnishings,Furnishings 931,7012.96,5,0.0,703.23,South,Corporate,CUST-1345,California
ORD-1609,2023-06-11,2023-06-16,Furniture,Furnishings,Furnishings 396,2678.2,3,0.25,184.05,South,Home Office,CUST-1890,Ohio
ORD-1610,2023-07-20,2023-07-23,Technology,Accessories,Accessories 258,1536.42,2,0.15,429.08,Central,Consumer,CUST-5040,Ohio
ORD-1611,2023-11-26,2023-12-01,Technology,Computers,Computers 844,3706.69,6,0.2,1145.8,West,Corporate,CUST-2309,California
ORD-1612,2022-07-16,2022-07-21,Technology,Phones,Phones 732,4484.78,3,0.1,1409.41,West,Corporate,CUST-1870,Texas
ORD-1613,2024-01-06,2024-01-11,Furniture,Bookcases,Bookcases 272,2191.46,2,0.15,485.71,West,Consumer,CUST-8300,Texas
ORD-1614,2023-06-25,2023-06-28,Technology,Phones,Phones 939,4804.85,5,0.1,489.21,Central,Consumer,CUST-9433,Ohio
ORD-1615,2023-09-21,2023-09-22,Furniture,Bookcases,Bookcases 809,10068.81,9,0.0,1578.57,South,Consumer,CUST-4841,Georgia
ORD-1616,2024-03-02,2024-03-06,Furniture,Furnishings,Furnishings 925,5187.43,6,0.0,427.95,East,Consumer,CUST-5328,Texas
ORD-1617,2022-12-25,2022-12-27,Furniture,Bookcases,Bookcases 188,4328.31,5,0.2,1450.04,Central,Home Office,CUST-3364,Pennsylvania
ORD-1618,2022-09-12,2022-09-13,Furniture,Furnishings,Furnishings 625,1070.28,4,0.25,71.34,South,Consumer,CUST-4644,California
ORD-1619,2024-07-18,2024-07-22,Furniture,Bookcases,Bookcases 129,1673.04,3,0.15,190.38,East,Consumer,CUST-2609,Florida
ORD-1620,2024-05-30,2024-06-03,Furniture,Tables,Tables 937,3366.93,10,0.15,1026.02,South,Home Office,CUST-6859,Illinois
ORD-1621,2023-03-30,2023-04-03,Technology,Accessories,Accessories 262,12619.13,9,0.0,3237.5,South,Home Office,CUST-2251,Georgia
ORD-1622,2022-02-06,2022-02-07,Office Supplies,Binders,Binders 295,2273.08,10,0.15,547.07,West,Corporate,CUST-4605,Ohio
ORD-1623,2023-08-27,2023-08-28,Furniture,Tables,Tables 929,4459.43,5,0.25,287.93,West,Consumer,CUST-3575,Ohio
ORD-1624,2022-12-10,2022-12-11,Furniture,Tables,Tables 543,966.13,4,0.15,205.72,South,Home Office,CUST-9985,Illinois
ORD-1625,2023-07-27,2023-08-02,Office Supplies,Art,Art 674,212.47,4,0.0,62.56,West,Consumer,CUST-7604,Pennsylvania
ORD-1626,2022-10-22,2022-10-29,Furniture,Bookcases,Bookcases 130,957.8,6,0.25,249.16,Central,Consumer,CUST-9236,California
ORD-1627,2023-03-02,2023-03-03,Furniture,Furnishings,Furnishings 961,859.6,2,0.15,267.49,Central,Corporate,CUST-1751,Texas
ORD-1628,2023-03-08,2023-03-14,Technology,Copiers,Copiers 590,9894.55,7,0.15,2206.3,East,Corporate,CUST-7384,Pennsylvania
ORD-1629,2024-02-20,2024-02-24,Furniture,Tables,Tables 721,1957.75,7,0.25,522.59,South,Corporate,CUST-7910,Georgia
ORD-1630,2023-10-28,2023-11-01,Office Supplies,Labels,Labels 514,36.35,2,0.2,10.64,East,Consumer,CUST-4419,California
ORD-1631,2023-10-12,2023-10-13,Furniture,Chairs,Chairs 328,650.24,1,0.2,110.18,East,Home Office,CUST-4438,Georgia
ORD-1632,2024-06-21,2024-06-25,Technology,Phones,Phones 691,7068.43,10,0.0,1022.19,South,Home Office,CUST-2955,Illinois
ORD-1633,2022-06-01,2022-06-03,Furniture,Tables,Tables 916,1336.83,4,0.25,236.21,West,Home Office,CUST-4199,Florida
ORD-1634,2023-06-22,2023-06-24,Furniture,Chairs,Chairs 775,1599.91,2,0.15,422.36,South,Home Office,CUST-9477,Ohio
ORD-1635,2023-11-21,2023-11-28,Furniture,Tables,Tables 301,5737.76,8,0.15,1342.39,Central,Consumer,CUST-9176,Pennsylvania
ORD-1636,2024-07-23,2024-07-28,Furniture,Chairs,Chairs 732,280.77,1,0.15,58.72,West,Corporate,CUST-5094,California
ORD-1637,2024-02-15,2024-02-17,Furniture,Furnishings,Furnishings 492,4850.62,10,0.15,912.95,Central,Consumer,CUST-2308,Georgia
ORD-1638,2022-10-31,2022-11-02,Technology,Accessories,Accessories 561,5113.15,3,0.1,1033.59,East,Home Office,CUST-8731,Florida
ORD-1639,2024-12-22,2024-12-25,Furniture,Bookcases,Bookcases 674,2104.44,2,0.15,186.63,Central,Consumer,CUST-3837,Florida
ORD-1640,2023-03-14,2023-03-19,Technology,Phones,Phones 268,2583.25,2,0.25,688.28,West,Consumer,CUST-8117,Georgia
ORD-1641,2022-01-04,2022-01-07,Office Supplies,Art,Art 880,1129.78,6,0.15,373.39,West,Consumer,CUST-8980,Florida
ORD-1642,2024-06-12,2024-06-13,Furniture,Chairs,Chairs 290,157.81,1,0.1,40.6,South,Home Office,CUST-2593,California
ORD-1643,2022-08-25,2022-08-27,Furniture,Bookcases,Bookcases 252,6611.75,9,0.15,677.32,South,Corporate,CUST-8790,Georgia
ORD-1644,2024-12-29,2025-01-01,Furniture,Chairs,Chairs 715,6355.06,7,0.0,2088.56,East,Home Office,CUST-9658,Florida
ORD-1645,2022-07-09,2022-07-12,Furniture,Furnishings,Furnishings 762,2665.95,4,0.0,390.47,East,Home Office,CUST-7815,California
ORD-1646,2024-04-21,2024-04-23,Furniture,Chairs,Chairs 119,1207.51,4,0.1,70.74,East,Corporate,CUST-5945,New York
ORD-1647,2022-09-29,2022-10-05,Technology,Computers,Computers 171,2198.0,2,0.25,231.22,East,Home Office,CUST-2752,California
ORD-1648,2022-10-29,2022-11-05,Office Supplies,Paper,Paper 425,700.72,4,0.25,60.3,South,Corporate,CUST-6420,Florida
ORD-1649,2023-11-27,2023-12-01,Technology,Copiers,Copiers 230,10343.33,9,0.25,3300.93,East,Home Office,CUST-8446,Georgia
ORD-1650,2024-03-10,2024-03-13,Office Supplies,Storage,Storage 257,2381.14,10,0.15,797.65,West,Consumer,CUST-4445,Pennsylvania
ORD-1651,2022-12-24,2022-12-25,Technology,Copiers,Copiers 509,3853.75,4,0.15,1158.48,East,Home Office,CUST-7849,Florida
ORD-1652,2023-07-27,2023-07-30,Furniture,Tables,Tables 476,5406.5,5,0.15,1754.79,South,Corporate,CUST-3689,Pennsylvania
ORD-1653,2022-01-31,2022-02-06,Technology,Computers,Computers 922,3441.47,3,0.2,258.09,South,Consumer,CUST-5422,Pennsylvania
ORD-1654,2024-09-07,2024-09-08,Furniture,Furnishings,Furnishings 493,6201.38,9,0.0,848.49,Central,Home Office,CUST-1884,Pennsylvania
ORD-1655,2024-05-16,2024-05-22,Office Supplies,Binders,Binders 166,160.87,1,0.0,52.18,Central,Corporate,CUST-6862,Ohio
ORD-1656,2023-06-28,2023-07-01,Technology,Computers,Computers 529,637.47,4,0.2,185.38,East,Consumer,CUST-1246,Ohio
ORD-1657,2022-11-22,2022-11-26,Technology,Accessories,Accessories 648,4610.98,8,0.15,288.86,East,Consumer,CUST-5081,Florida
ORD-1658,2024-12-22,2024-12-29,Furniture,Tables,Tables 403,1231.5,3,0.1,185.41,Central,Corporate,CUST-3309,New York
ORD-1659,2023-06-17,2023-06-20,Office Supplies,Art,Art 821,454.24,10,0.25,75.38,South,Corporate,CUST-3356,Pennsylvania
ORD-1660,2023-09-29,2023-10-02,Office Supplies,Paper,Paper 887,510.07,3,0.2,153.61,East,Corporate,CUST-4867,New York
ORD-1661,2024-08-01,2024-08-08,Technology,Copiers,Copiers 590,436.62,7,0.2,101.9,East,Corporate,CUST-6824,Ohio
ORD-1662,2022-05-01,2022-05-04,Office Supplies,Storage,Storage 391,2491.68,10,0.1,273.52,West,Consumer,CUST-8570,Georgia
ORD-1663,2024-08-15,2024-08-17,Office Supplies,Storage,Storage 724,366.0,3,0.2,25.77,East,Consumer,CUST-2878,Illinois
ORD-1664,2022-05-20,2022-05-26,Furniture,Chairs,Chairs 848,546.58,1,0.15,41.06,South,Consumer,CUST-1798,New York
ORD-1665,2024-06-07,2024-06-10,Technology,Phones,Phones 364,6377.07,6,0.25,2205.75,East,Home Office,CUST-5051,Illinois
ORD-1666,2022-11-07,2022-11-10,Technology,Phones,Phones 178,4448.46,3,0.2,1509.25,Central,Home Office,CUST-2819,Pennsylvania
ORD-1667,2023-12-23,2023-12-26,Furniture,Bookcases,Bookcases 413,609.33,1,0.15,61.52,East,Corporate,CUST-4746,Florida
ORD-1668,2022-10-14,2022-10-18,Office Supplies,Paper,Paper 101,1587.01,10,0.2,246.16,South,Corporate,CUST-2179,Illinois
ORD-1669,2022-06-21,2022-06-28,Office Supplies,Labels,Labels 891,313.24,2,0.2,106.93,Central,Home Office,CUST-2572,Pennsylvania
ORD-1670,2024-08-04,2024-08-08,Furniture,Bookcases,Bookcases 578,5966.36,5,0.2,625.77,West,Home Office,CUST-7546,Ohio
ORD-1671,2024-11-01,2024-11-03,Technology,Computers,Computers 219,6286.38,4,0.1,1849.35,West,Consumer,CUST-9176,California
ORD-1672,2023-07-07,2023-07-08,Furniture,Chairs,Chairs 690,7621.22,7,0.1,1339.86,South,Consumer,CUST-1488,Texas
ORD-1673,2022-02-12,2022-02-19,Technology,Computers,Computers 881,16056.6,10,0.0,3098.37,Central,Home Office,CUST-3741,Ohio
ORD-1674,2024-09-04,2024-09-10,Office Supplies,Art,Art 693,63.96,2,0.2,15.97,West,Consumer,CUST-9604,Texas
ORD-1675,2023-08-11,2023-08-12,Furniture,Chairs,Chairs 274,4588.34,6,0.2,920.92,Central,Home Office,CUST-7270,Texas
ORD-1676,2022-05-23,2022-05-24,Office Supplies,Storage,Storage 253,442.98,3,0.25,37.67,West,Consumer,CUST-7218,Texas
ORD-1677,2024-06-25,2024-07-02,Technology,Phones,Phones 832,7505.93,7,0.25,2373.98,South,Home Office,CUST-8205,Texas
ORD-1678,2024-01-22,2024-01-28,Office Supplies,Binders,Binders 497,2609.75,9,0.0,262.65,East,Consumer,CUST-3192,Ohio
ORD-1679,2023-06-28,2023-07-03,Office Supplies,Art,Art 796,636.96,7,0.15,151.5,West,Consumer,CUST-8053,Illinois
ORD-1680,2022-12-07,2022-12-09,Office Supplies,Labels,Labels 608,1102.92,5,0.0,108.86,East,Corporate,CUST-9129,Illinois
ORD-1681,2023-10-26,2023-10-28,Office Supplies,Paper,Paper 307,252.2,1,0.0,40.57,West,Consumer,CUST-1376,Florida
ORD-1682,2023-04-10,2023-04-14,Furniture,Tables,Tables 430,990.32,4,0.1,322.56,East,Home Office,CUST-5691,Georgia
ORD-1683,2022-04-05,2022-04-08,Office Supplies,Storage,Storage 630,1757.89,10,0.0,600.49,Central,Consumer,CUST-7424,California
ORD-1684,2023-04-29,2023-05-06,Furniture,Tables,Tables 762,364.03,3,0.15,82.31,South,Consumer,CUST-1630,Pennsylvania
ORD-1685,2023-05-21,2023-05-27,Office Supplies,Labels,Labels 467,223.56,5,0.15,56.83,South,Corporate,CUST-4376,California
ORD-1686,2022-09-20,2022-09-27,Technology,Accessories,Accessories 767,308.38,1,0.0,104.89,Central,Corporate,CUST-3318,New York
ORD-1687,2024-10-12,2024-10-13,Office Supplies,Binders,Binders 805,79.87,8,0.1,26.12,Central,Consumer,CUST-3556,New York
ORD-1688,2024-04-21,2024-04-24,Furniture,Chairs,Chairs 441,2673.01,10,0.15,358.62,West,Home Office,CUST-1552,Florida
ORD-1689,2024-08-29,2024-09-01,Office Supplies,Art,Art 743,339.89,2,0.2,64.78,South,Corporate,CUST-2667,Illinois
ORD-1690,2024-06-17,2024-06-23,Furniture,Bookcases,Bookcases 773,10645.34,10,0.2,3078.58,West,Corporate,CUST-8775,Florida
ORD-1691,2023-03-07,2023-03-11,Technology,Computers,Computers 901,5668.75,4,0.15,739.07,South,Corporate,CUST-8548,Pennsylvania
ORD-1692,2022-05-07,2022-05-08,Office Supplies,Storage,Storage 289,1582.77,7,0.15,525.73,East,Corporate,CUST-8291,Ohio
ORD-1693,2024-09-04,2024-09-07,Technology,Phones,Phones 650,1078.75,2,0.25,176.99,West,Home Office,CUST-2021,New York
ORD-1694,2022-11-06,2022-11-07,Furniture,Tables,Tables 977,1383.86,4,0.2,343.87,East,Corporate,CUST-7962,Texas
ORD-1695,2024-05-29,2024-06-02,Technology,Phones,Phones 855,7160.81,6,0.1,2328.58,South,Consumer,CUST-9340,Illinois
ORD-1696,2022-06-10,2022-06-16,Office Supplies,Labels,Labels 290,124.81,1,0.2,14.98,Central,Home Office,CUST-2903,Florida
ORD-1697,2024-08-21,2024-08-22,Furniture,Bookcases,Bookcases 646,2545.93,4,0.2,336.22,South,Consumer,CUST-2685,Florida
ORD-1698,2022-09-12,2022-09-17,Furniture,Furnishings,Furnishings 453,3981.27,4,0.15,732.19,Central,Consumer,CUST-6617,Florida
ORD-1699,2022-07-30,2022-08-05,Furniture,Chairs,Chairs 282,303.83,2,0.0,15.68,East,Corporate,CUST-6752,Illinois
ORD-1700,2023-01-08,2023-01-09,Furniture,Furnishings,Furnishings 178,1882.05,2,0.2,155.03,West,Home Office,CUST-1158,California
ORD-1701,2022-12-30,2023-01-03,Furniture,Tables,Tables 168,526.9,3,0.25,72.22,Central,Corporate,CUST-3160,Pennsylvania
ORD-1702,2024-09-24,2024-09-27,Office Supplies,Paper,Paper 316,530.54,2,0.1,88.24,Central,Corporate,CUST-7009,Georgia
ORD-1703,2024-12-27,2025-01-02,Furniture,Furnishings,Furnishings 227,1156.03,1,0.15,178.96,West,Corporate,CUST-9991,Ohio
ORD-1704,2023-02-13,2023-02-15,Office Supplies,Labels,Labels 435,226.44,4,0.25,31.96,West,Corporate,CUST-2877,Pennsylvania
ORD-1705,2024-07-23,2024-07-29,Furniture,Bookcases,Bookcases 160,2078.58,3,0.25,406.3,Central,Corporate,CUST-3668,New York
ORD-1706,2024-08-16,2024-08-18,Technology,Copiers,Copiers 400,305.08,2,0.0,103.1,East,Home Office,CUST-4593,Texas
ORD-1707,2022-12-21,2022-12-28,Furniture,Bookcases,Bookcases 377,956.0,1,0.1,95.71,Central,Corporate,CUST-3167,Georgia
ORD-1708,2022-09-29,2022-10-03,Office Supplies,Storage,Storage 233,1577.59,7,0.1,532.46,West,Corporate,CUST-8596,Illinois
ORD-1709,2022-02-25,2022-03-01,Office Supplies,Paper,Paper 709,605.02,10,0.25,69.44,East,Home Office,CUST-4557,Texas
ORD-1710,2022-11-07,2022-11-09,Technology,Copiers,Copiers 885,2213.23,8,0.0,645.73,Central,Corporate,CUST-5391,Ohio
ORD-1711,2023-11-03,2023-11-06,Furniture,Furnishings,Furnishings 767,1716.68,8,0.15,501.15,East,Consumer,CUST-2074,Texas
ORD-1712,2022-05-07,2022-05-11,Office Supplies,Binders,Binders 352,978.62,4,0.1,146.29,East,Consumer,CUST-6424,Georgia
ORD-1713,2022-05-30,2022-06-01,Furniture,Chairs,Chairs 629,2653.26,6,0.0,617.7,South,Corporate,CUST-5556,California
ORD-1714,2023-02-08,2023-02-10,Technology,Computers,Computers 110,10695.12,8,0.25,691.49,Central,Corporate,CUST-7060,Florida
ORD-1715,2022-10-12,2022-10-19,Furniture,Tables,Tables 108,2463.42,4,0.1,166.44,Central,Consumer,CUST-7572,Florida
ORD-1716,2022-12-15,2022-12-18,Office Supplies,Paper,Paper 576,414.05,9,0.1,115.77,Central,Consumer,CUST-3246,New York
ORD-1717,2022-04-12,2022-04-18,Technology,Accessories,Accessories 387,1910.06,4,0.25,398.49,Central,Consumer,CUST-7269,Pennsylvania
ORD-1718,2023-08-13,2023-08-16,Office Supplies,Art,Art 178,1164.31,8,0.0,318.57,West,Corporate,CUST-1642,Ohio
ORD-1719,2023-04-02,2023-04-04,Technology,Computers,Computers 295,3595.48,5,0.25,300.82,Central,Corporate,CUST-7938,Georgia
ORD-1720,2023-03-18,2023-03-22,Technology,Copiers,Copiers 169,3461.51,4,0.2,953.26,South,Corporate,CUST-6047,Florida
ORD-1721,2023-09-03,2023-09-05,Furniture,Chairs,Chairs 549,621.68,1,0.1,165.8,West,Home Office,CUST-7632,Florida
ORD-1722,2022-10-20,2022-10-21,Furniture,Chairs,Chairs 509,2592.83,8,0.1,703.63,South,Home Office,CUST-7331,Florida
ORD-1723,2024-04-14,2024-04-20,Furniture,Bookcases,Bookcases 914,12279.92,10,0.0,1752.59,Central,Corporate,CUST-7096,Illinois
ORD-1724,2022-03-26,2022-03-27,Office Supplies,Paper,Paper 137,1563.42,9,0.1,235.42,East,Home Office,CUST-3458,Pennsylvania
ORD-1725,2024-05-23,2024-05-30,Technology,Phones,Phones 232,7653.45,6,0.1,1470.99,South,Home Office,CUST-6945,Illinois
ORD-1726,2023-09-16,2023-09-20,Technology,Accessories,Accessories 756,9462.25,10,0.15,2730.8,West,Corporate,CUST-1438,Texas
ORD-1727,2023-01-20,2023-01-27,Furniture,Bookcases,Bookcases 403,8097.22,9,0.15,2444.84,East,Corporate,CUST-4814,Pennsylvania
ORD-1728,2024-02-29,2024-03-03,Furniture,Tables,Tables 494,7163.43,8,0.25,2412.52,South,Home Office,CUST-4169,Illinois
ORD-1729,2022-05-19,2022-05-26,Office Supplies,Storage,Storage 868,941.11,6,0.1,227.97,West,Corporate,CUST-7596,Pennsylvania
ORD-1730,2024-11-11,2024-11-18,Office Supplies,Storage,Storage 558,746.28,4,0.25,43.75,Central,Consumer,CUST-2449,Texas
ORD-1731,2023-06-28,2023-07-05,Furniture,Tables,Tables 746,189.82,1,0.0,60.04,East,Corporate,CUST-7174,Ohio
ORD-1732,2024-01-26,2024-02-02,Technology,Computers,Computers 424,14028.62,10,0.15,1519.17,South,Home Office,CUST-2354,Florida
ORD-1733,2023-11-03,2023-11-10,Office Supplies,Storage,Storage 162,487.9,4,0.2,142.49,South,Corporate,CUST-1137,Florida
ORD-1734,2024-12-25,2024-12-28,Furniture,Bookcases,Bookcases 191,7987.48,10,0.1,816.96,West,Consumer,CUST-4816,Florida
ORD-1735,2022-11-17,2022-11-18,Technology,Copiers,Copiers 203,9476.89,7,0.2,2120.6,East,Home Office,CUST-4278,Ohio
ORD-1736,2024-05-19,2024-05-21,Technology,Phones,Phones 621,5559.14,10,0.1,1184.8,East,Corporate,CUST-6986,Ohio
ORD-1737,2024-02-20,2024-02-25,Technology,Phones,Phones 819,2667.87,7,0.25,675.92,South,Home Office,CUST-3839,Florida
ORD-1738,2023-10-21,2023-10-22,Technology,Accessories,Accessories 947,3282.03,3,0.15,524.09,East,Corporate,CUST-4034,Ohio
ORD-1739,2022-03-16,2022-03-19,Technology,Accessories,Accessories 262,1045.84,7,0.0,335.96,South,Home Office,CUST-9479,Texas
ORD-1740,2024-12-14,2024-12-18,Office Supplies,Paper,Paper 264,1874.9,9,0.1,265.42,West,Consumer,CUST-5850,Florida
ORD-1741,2023-05-08,2023-05-15,Technology,Accessories,Accessories 807,16629.52,10,0.1,3881.8,Central,Corporate,CUST-5045,California
ORD-1742,2022-10-19,2022-10-24,Office Supplies,Storage,Storage 523,719.41,8,0.1,168.71,Central,Home Office,CUST-5905,Illinois
ORD-1743,2022-05-26,2022-05-27,Furniture,Bookcases,Bookcases 791,3247.37,6,0.1,789.52,South,Home Office,CUST-9688,Florida
ORD-1744,2022-03-14,2022-03-16,Technology,Phones,Phones 220,4887.31,10,0.2,780.0,West,Corporate,CUST-9457,Texas
ORD-1745,2024-03-01,2024-03-04,Technology,Copiers,Copiers 461,2363.37,8,0.0,196.18,South,Corporate,CUST-8577,California
ORD-1746,2023-08-30,2023-09-05,Furniture,Bookcases,Bookcases 382,9740.82,8,0.1,3155.76,South,Home Office,CUST-4026,Illinois
ORD-1747,2024-04-14,2024-04-17,Office Supplies,Storage,Storage 896,896.3,6,0.1,270.9,West,Home Office,CUST-9534,Georgia
ORD-1748,2023-10-08,2023-10-13,Furniture,Chairs,Chairs 269,9075.37,8,0.0,1786.38,West,Consumer,CUST-9007,Pennsylvania
ORD-1749,2023-10-06,2023-10-11,Office Supplies,Paper,Paper 662,210.16,8,0.0,64.91,South,Corporate,CUST-6164,California
ORD-1750,2022-05-12,2022-05-13,Furniture,Chairs,Chairs 673,1255.18,2,0.25,122.22,East,Corporate,CUST-7764,Florida
ORD-1751,2022-09-19,2022-09-25,Furniture,Furnishings,Furnishings 183,2142.01,6,0.25,531.24,Central,Corporate,CUST-2871,Illinois
ORD-1752,2024-08-30,2024-09-06,Office Supplies,Art,Art 900,1463.11,9,0.25,509.11,West,Corporate,CUST-8444,Florida
ORD-1753,2024-02-05,2024-02-10,Technology,Computers,Computers 753,7668.67,9,0.2,476.41,East,Home Office,CUST-3021,Pennsylvania
ORD-1754,2024-01-16,2024-01-22,Technology,Copiers,Copiers 935,1356.33,2,0.1,338.79,South,Consumer,CUST-3008,Texas
ORD-1755,2022-02-23,2022-02-28,Furniture,Bookcases,Bookcases 850,744.19,2,0.15,47.28,West,Home Office,CUST-5010,Illinois
ORD-1756,2024-05-08,2024-05-10,Furniture,Bookcases,Bookcases 931,11779.53,10,0.0,1952.26,West,Corporate,CUST-1623,Illinois
ORD-1757,2022-03-29,2022-03-30,Office Supplies,Art,Art 535,1495.76,9,0.25,86.61,South,Consumer,CUST-8441,Texas
ORD-1758,2023-01-10,2023-01-16,Technology,Copiers,Copiers 988,14700.86,9,0.15,3369.75,South,Home Office,CUST-8144,Texas
ORD-1759,2024-08-02,2024-08-06,Furniture,Chairs,Chairs 101,8228.44,7,0.1,1798.04,East,Consumer,CUST-3887,Pennsylvania
ORD-1760,2022-11-15,2022-11-16,Furniture,Furnishings,Furnishings 981,10414.47,10,0.2,3336.59,Central,Corporate,CUST-8650,California
ORD-1761,2024-01-08,2024-01-15,Office Supplies,Storage,Storage 581,172.29,1,0.0,36.87,South,Corporate,CUST-5466,Pennsylvania
ORD-1762,2024-05-13,2024-05-19,Furniture,Tables,Tables 487,1923.35,6,0.2,666.76,West,Consumer,CUST-8704,California
ORD-1763,2023-02-16,2023-02-17,Furniture,Bookcases,Bookcases 881,1063.64,9,0.1,269.22,East,Corporate,CUST-7252,California
ORD-1764,2022-02-28,2022-03-03,Technology,Phones,Phones 840,4618.28,4,0.2,379.6,East,Consumer,CUST-8441,New York
ORD-1765,2022-03-16,2022-03-18,Technology,Computers,Computers 830,9478.54,8,0.0,736.32,West,Corporate,CUST-2651,Florida
ORD-1766,2022-07-09,2022-07-16,Technology,Copiers,Copiers 126,197.63,1,0.25,34.04,Central,Consumer,CUST-4800,Texas
ORD-1767,2024-02-18,2024-02-24,Furniture,Tables,Tables 403,3183.29,4,0.25,1105.01,East,Corporate,CUST-2962,Georgia
ORD-1768,2023-02-02,2023-02-06,Technology,Copiers,Copiers 229,1702.26,7,0.1,354.07,West,Home Office,CUST-2946,Pennsylvania
ORD-1769,2024-02-29,2024-03-06,Technology,Accessories,Accessories 852,6398.28,7,0.15,1955.27,East,Consumer,CUST-9465,Georgia
ORD-1770,2022-07-27,2022-08-02,Office Supplies,Labels,Labels 285,422.64,8,0.25,22.43,South,Corporate,CUST-7486,Georgia
ORD-1771,2022-07-22,2022-07-25,Furniture,Chairs,Chairs 308,9829.49,8,0.1,1827.03,West,Corporate,CUST-3110,California
ORD-1772,2023-03-07,2023-03-08,Furniture,Bookcases,Bookcases 257,597.53,3,0.1,51.06,East,Home Office,CUST-9793,Ohio
ORD-1773,2024-08-26,2024-08-31,Technology,Copiers,Copiers 921,246.16,2,0.1,50.44,Central,Corporate,CUST-8479,Illinois
ORD-1774,2022-07-25,2022-07-31,Office Supplies,Art,Art 355,237.71,1,0.1,43.96,West,Corporate,CUST-2923,Illinois
ORD-1775,2024-01-20,2024-01-24,Office Supplies,Labels,Labels 821,861.65,6,0.0,288.96,West,Corporate,CUST-2510,California
ORD-1776,2022-12-08,2022-12-14,Furniture,Tables,Tables 703,6181.7,6,0.2,957.62,East,Corporate,CUST-8005,New York
ORD-1777,2024-05-13,2024-05-17,Technology,Copiers,Copiers 666,7760.86,7,0.2,2117.96,East,Consumer,CUST-6863,Illinois
ORD-1778,2022-08-09,2022-08-13,Technology,Phones,Phones 133,5940.09,4,0.2,344.84,South,Corporate,CUST-9456,Illinois
ORD-1779,2022-10-01,2022-10-03,Technology,Computers,Computers 715,12108.1,10,0.15,1695.94,East,Consumer,CUST-2746,New York
ORD-1780,2023-05-17,2023-05-23,Office Supplies,Storage,Storage 180,1478.02,10,0.2,433.55,Central,Corporate,CUST-5549,Georgia
ORD-1781,2023-12-06,2023-12-11,Technology,Phones,Phones 442,727.21,1,0.1,132.81,West,Consumer,CUST-2976,Illinois
ORD-1782,2024-11-05,2024-11-06,Office Supplies,Storage,Storage 551,444.68,9,0.25,148.47,Central,Consumer,CUST-4850,Texas
ORD-1783,2024-07-27,2024-07-31,Office Supplies,Storage,Storage 356,332.67,5,0.15,62.84,Central,Home Office,CUST-4567,Texas
ORD-1784,2023-07-18,2023-07-24,Technology,Phones,Phones 224,7914.63,8,0.25,2137.31,East,Home Office,CUST-9672,Pennsylvania
ORD-1785,2022-11-23,2022-11-24,Office Supplies,Labels,Labels 282,1204.18,6,0.1,293.21,East,Home Office,CUST-2265,Florida
ORD-1786,2022-03-25,2022-03-26,Technology,Copiers,Copiers 434,1661.41,4,0.25,575.47,South,Corporate,CUST-9076,Florida
ORD-1787,2022-09-03,2022-09-09,Technology,Phones,Phones 712,3881.1,6,0.25,834.62,South,Corporate,CUST-5621,Illinois
