Date,Shift,Units_Produced,Defects,Defect_Rate,Downtime_Minutes,Efficiency,Energy_Used,Labor_Hours
2023-06-04,Morning,1164,38,0.0326,66,0.774,623,159
2023-06-04,Evening,806,30,0.0372,51,0.948,731,162
2023-06-04,Night,1010,38,0.0376,87,0.959,729,165
2023-06-05,Morning,1052,38,0.0361,70,0.978,765,157
2023-06-05,Evening,871,24,0.0276,22,0.89,687,183
2023-06-05,Night,816,20,0.0245,39,0.954,577,163
2023-06-06,Morning,1089,14,0.0129,28,0.979,775,162
2023-06-06,Evening,1197,33,0.0276,90,0.845,686,159
2023-06-06,Night,1199,37,0.0309,16,0.808,590,199
2023-06-07,Morning,830,26,0.0313,94,0.888,512,153
2023-06-07,Evening,854,42,0.0492,59,0.763,746,163
2023-06-07,Night,949,41,0.0432,3,0.836,521,192
2023-06-08,Morning,1092,26,0.0238,114,0.84,514,183
2023-06-08,Evening,847,11,0.013,63,0.769,606,151
2023-06-08,Night,942,25,0.0265,33,0.945,744,188
2023-06-09,Morning,842,8,0.0095,43,0.873,510,167
2023-06-09,Evening,1141,53,0.0465,91,0.915,705,190
2023-06-09,Night,1058,12,0.0113,42,0.899,765,186
2023-06-10,Morning,1156,55,0.0476,110,0.776,663,170
2023-06-10,Evening,1153,21,0.0182,95,0.881,514,187
2023-06-10,Night,1179,18,0.0153,66,0.847,622,164
2023-06-11,Morning,877,27,0.0308,12,0.842,503,195
2023-06-11,Evening,947,29,0.0306,109,0.975,791,196
2023-06-11,Night,1164,24,0.0206,75,0.788,652,185
2023-06-12,Morning,890,32,0.036,40,0.95,766,194
2023-06-12,Evening,1174,25,0.0213,112,0.94,514,150
2023-06-12,Night,1044,38,0.0364,103,0.937,522,195
2023-06-13,Morning,974,46,0.0472,111,0.896,746,194
2023-06-13,Evening,870,24,0.0276,11,0.838,668,185
2023-06-13,Night,865,28,0.0324,85,0.815,698,200
2023-06-14,Morning,838,15,0.0179,82,0.896,580,198
2023-06-14,Evening,1065,44,0.0413,115,0.751,716,160
2023-06-14,Night,1097,35,0.0319,35,0.752,642,158
2023-06-15,Morning,1137,18,0.0158,12,0.771,634,153
2023-06-15,Evening,926,36,0.0389,39,0.898,730,196
2023-06-15,Night,865,39,0.0451,46,0.842,745,182
2023-06-16,Morning,1004,43,0.0428,4,0.932,582,199
2023-06-16,Evening,918,23,0.0251,56,0.791,636,194
2023-06-16,Night,846,41,0.0485,11,0.869,590,172
2023-06-17,Morning,917,13,0.0142,106,0.8,630,178
2023-06-17,Evening,979,24,0.0245,70,0.84,764,172
2023-06-17,Night,906,20,0.0221,41,0.942,518,157
2023-06-18,Morning,820,28,0.0341,67,0.833,761,196
2023-06-18,Evening,1032,21,0.0203,112,0.852,703,198
2023-06-18,Night,1014,36,0.0355,52,0.94,748,168
2023-06-19,Morning,817,16,0.0196,75,0.935,579,157
2023-06-19,Evening,808,8,0.0099,119,0.93,540,184
2023-06-19,Night,1061,49,0.0462,82,0.847,727,187
2023-06-20,Morning,1198,15,0.0125,60,0.912,512,183
2023-06-20,Evening,1044,36,0.0345,23,0.959,765,164
2023-06-20,Night,1073,13,0.0121,95,0.836,663,173
2023-06-21,Morning,1044,42,0.0402,12,0.894,571,180
2023-06-21,Evening,1195,32,0.0268,16,0.931,727,172
2023-06-21,Night,1105,24,0.0217,45,0.788,536,188
2023-06-22,Morning,895,37,0.0413,99,0.965,632,193
2023-06-22,Evening,1032,23,0.0223,79,0.967,700,151
2023-06-22,Night,930,37,0.0398,92,0.867,661,178
2023-06-23,Morning,894,43,0.0481,118,0.77,520,156
2023-06-23,Evening,820,11,0.0134,118,0.82,715,156
2023-06-23,Night,860,32,0.0372,30,0.899,542,166
2023-06-24,Morning,906,21,0.0232,10,0.91,613,155
2023-06-24,Evening,1102,53,0.0481,15,0.937,698,161
2023-06-24,Night,1084,14,0.0129,9,0.774,696,164
2023-06-25,Morning,970,30,0.0309,66,0.773,723,171
2023-06-25,Evening,918,30,0.0327,42,0.876,559,184
2023-06-25,Night,1076,37,0.0344,107,0.939,660,177
2023-06-26,Morning,1093,36,0.0329,26,0.956,505,195
2023-06-26,Evening,974,12,0.0123,98,0.785,769,199
2023-06-26,Night,941,21,0.0223,28,0.895,720,154
2023-06-27,Morning,818,9,0.011,88,0.821,794,191
2023-06-27,Evening,840,23,0.0274,41,0.938,551,196
2023-06-27,Night,1105,51,0.0462,56,0.919,714,191
2023-06-28,Morning,1052,48,0.0456,88,0.934,670,157
2023-06-28,Evening,956,18,0.0188,101,0.925,675,187
2023-06-28,Night,829,13,0.0157,52,0.841,714,188
2023-06-29,Morning,820,36,0.0439,8,0.883,752,168
2023-06-29,Evening,1120,29,0.0259,13,0.979,728,200
2023-06-29,Night,881,34,0.0386,84,0.844,730,152
2023-06-30,Morning,1010,28,0.0277,22,0.852,663,162
2023-06-30,Evening,805,21,0.0261,54,0.98,655,152
2023-06-30,Night,1018,38,0.0373,81,0.813,694,199
2023-07-01,Morning,947,29,0.0306,77,0.869,519,157
2023-07-01,Evening,1176,12,0.0102,84,0.839,743,192
2023-07-01,Night,1042,33,0.0317,90,0.918,789,163
2023-07-02,Morning,1101,50,0.0454,90,0.839,707,156
2023-07-02,Evening,915,40,0.0437,19,0.88,632,182
2023-07-02,Night,861,34,0.0395,88,0.889,735,176
2023-07-03,Morning,807,21,0.026,113,0.798,566,168
2023-07-03,Evening,1069,19,0.0178,14,0.873,683,181
2023-07-03,Night,937,35,0.0374,73,0.842,587,194
2023-07-04,Morning,1131,37,0.0327,17,0.76,713,200
2023-07-04,Evening,1019,41,0.0402,87,0.805,649,185
2023-07-04,Night,859,8,0.0093,86,0.911,758,150
2023-07-05,Morning,809,33,0.0408,78,0.868,582,151
2023-07-05,Evening,897,22,0.0245,62,0.876,614,200
2023-07-05,Night,1144,33,0.0288,78,0.881,739,183
2023-07-06,Morning,875,37,0.0423,54,0.846,713,154
2023-07-06,Evening,805,33,0.041,102,0.849,793,163
2023-07-06,Night,1010,11,0.0109,81,0.961,523,196
2023-07-07,Morning,844,40,0.0474,53,0.93,729,153
2023-07-07,Evening,1072,39,0.0364,80,0.762,720,195
2023-07-07,Night,829,32,0.0386,99,0.925,704,179
2023-07-08,Morning,1048,34,0.0324,109,0.82,779,174
2023-07-08,Evening,1198,58,0.0484,103,0.761,719,173
2023-07-08,Night,937,33,0.0352,78,0.88,696,193
2023-07-09,Morning,878,38,0.0433,93,0.753,523,158
2023-07-09,Evening,833,12,0.0144,38,0.838,651,190
2023-07-09,Night,919,31,0.0337,18,0.806,734,157
2023-07-10,Morning,863,12,0.0139,66,0.776,745,193
2023-07-10,Evening,1068,39,0.0365,97,0.809,716,175
2023-07-10,Night,989,38,0.0384,107,0.914,669,164
2023-07-11,Morning,1104,54,0.0489,78,0.836,548,181
2023-07-11,Evening,813,18,0.0221,103,0.808,511,188
2023-07-11,Night,1122,52,0.0463,95,0.886,661,174
2023-07-12,Morning,860,36,0.0419,30,0.869,754,179
2023-07-12,Evening,979,26,0.0266,17,0.913,605,190
2023-07-12,Night,1194,43,0.036,104,0.846,715,186
2023-07-13,Morning,852,10,0.0117,116,0.911,544,196
2023-07-13,Evening,1146,41,0.0358,102,0.884,644,155
2023-07-13,Night,1093,25,0.0229,108,0.8,752,195
2023-07-14,Morning,1116,44,0.0394,66,0.941,561,155
2023-07-14,Evening,839,15,0.0179,25,0.837,688,160
2023-07-14,Night,943,27,0.0286,36,0.823,649,182
2023-07-15,Morning,925,30,0.0324,36,0.816,662,177
2023-07-15,Evening,877,9,0.0103,88,0.836,552,190
2023-07-15,Night,1056,42,0.0398,54,0.787,739,196
2023-07-16,Morning,1106,19,0.0172,45,0.824,694,195
2023-07-16,Evening,930,39,0.0419,56,0.755,628,161
2023-07-16,Night,813,31,0.0381,90,0.876,590,179
2023-07-17,Morning,878,13,0.0148,114,0.877,644,171
2023-07-17,Evening,1172,23,0.0196,91,0.779,632,176
2023-07-17,Night,1129,54,0.0478,13,0.815,602,152
2023-07-18,Morning,1018,15,0.0147,105,0.948,631,186
2023-07-18,Evening,1185,32,0.027,81,0.894,595,193
2023-07-18,Night,1184,16,0.0135,88,0.877,746,158
2023-07-19,Morning,1126,37,0.0329,109,0.86,760,151
2023-07-19,Evening,932,26,0.0279,87,0.782,731,160
2023-07-19,Night,965,11,0.0114,57,0.758,593,180
2023-07-20,Morning,886,21,0.0237,55,0.937,561,176
2023-07-20,Evening,966,36,0.0373,120,0.852,632,152
2023-07-20,Night,936,21,0.0224,79,0.766,772,173
2023-07-21,Morning,1028,47,0.0457,87,0.808,784,190
2023-07-21,Evening,1198,52,0.0434,99,0.843,686,176
2023-07-21,Night,865,9,0.0104,77,0.829,567,181
2023-07-22,Morning,933,38,0.0407,15,0.93,723,186
2023-07-22,Evening,989,43,0.0435,80,0.979,787,163
2023-07-22,Night,1194,12,0.0101,83,0.936,543,156
2023-07-23,Morning,1161,12,0.0103,90,0.872,643,190
2023-07-23,Evening,1050,19,0.0181,24,0.888,720,170
2023-07-23,Night,1032,17,0.0165,42,0.922,664,189
2023-07-24,Morning,930,21,0.0226,3,0.977,601,152
2023-07-24,Evening,875,26,0.0297,73,0.865,638,177
2023-07-24,Night,1171,29,0.0248,110,0.866,579,183
2023-07-25,Morning,967,27,0.0279,103,0.907,653,171
2023-07-25,Evening,1084,11,0.0101,73,0.905,596,188
2023-07-25,Night,1189,56,0.0471,103,0.864,771,194
2023-07-26,Morning,1123,51,0.0454,120,0.757,695,191
2023-07-26,Evening,1032,44,0.0426,31,0.813,758,172
2023-07-26,Night,851,16,0.0188,75,0.775,611,166
2023-07-27,Morning,979,46,0.047,57,0.843,521,159
2023-07-27,Evening,1011,23,0.0227,116,0.813,723,178
2023-07-27,Night,1142,42,0.0368,77,0.778,561,174
2023-07-28,Morning,854,27,0.0316,10,0.903,676,167
2023-07-28,Evening,1092,26,0.0238,37,0.772,591,183
2023-07-28,Night,1194,40,0.0335,14,0.765,717,159
2023-07-29,Morning,1111,24,0.0216,90,0.942,559,175
2023-07-29,Evening,811,16,0.0197,7,0.783,512,193
2023-07-29,Night,1123,34,0.0303,95,0.836,737,157
2023-07-30,Morning,1102,40,0.0363,84,0.896,659,159
2023-07-30,Evening,1078,41,0.038,18,0.89,559,157
2023-07-30,Night,812,16,0.0197,68,0.901,738,155
2023-07-31,Morning,1123,35,0.0312,55,0.786,553,171
2023-07-31,Evening,1199,23,0.0192,19,0.894,508,179
2023-07-31,Night,1194,37,0.031,100,0.891,629,199
2023-08-01,Morning,1108,44,0.0397,93,0.943,793,198
2023-08-01,Evening,1052,10,0.0095,9,0.823,535,183
2023-08-01,Night,1192,40,0.0336,77,0.951,681,189
2023-08-02,Morning,1131,50,0.0442,24,0.767,764,154
2023-08-02,Evening,867,37,0.0427,6,0.933,540,174
2023-08-02,Night,947,25,0.0264,50,0.874,748,198
2023-08-03,Morning,1100,47,0.0427,26,0.803,631,187
2023-08-03,Evening,1149,52,0.0453,29,0.85,663,175
2023-08-03,Night,921,17,0.0185,92,0.765,629,196
2023-08-04,Morning,899,32,0.0356,11,0.789,695,185
2023-08-04,Evening,1039,49,0.0472,21,0.966,689,199
2023-08-04,Night,1129,17,0.0151,106,0.786,582,155
2023-08-05,Morning,844,17,0.0201,21,0.777,790,196
2023-08-05,Evening,983,31,0.0315,110,0.898,715,188
2023-08-05,Night,1132,52,0.0459,80,0.947,513,160
2023-08-06,Morning,1153,44,0.0382,90,0.855,626,188
2023-08-06,Evening,849,38,0.0448,33,0.947,746,180
2023-08-06,Night,820,36,0.0439,47,0.773,600,164
2023-08-07,Morning,839,32,0.0381,51,0.825,630,160
2023-08-07,Evening,888,25,0.0282,9,0.913,798,176
2023-08-07,Night,1092,48,0.044,117,0.782,631,183
2023-08-08,Morning,814,29,0.0356,45,0.832,735,182
2023-08-08,Evening,987,48,0.0486,95,0.958,662,191
2023-08-08,Night,851,37,0.0435,84,0.94,503,195
2023-08-09,Morning,939,16,0.017,56,0.884,727,167
2023-08-09,Evening,1094,30,0.0274,10,0.794,775,167
2023-08-09,Night,873,39,0.0447,118,0.922,618,193
2023-08-10,Morning,907,37,0.0408,118,0.916,713,168
2023-08-10,Evening,815,19,0.0233,0,0.958,507,167
2023-08-10,Night,882,34,0.0385,59,0.868,543,184
2023-08-11,Morning,937,21,0.0224,7,0.973,536,156
2023-08-11,Evening,859,17,0.0198,120,0.926,730,164
2023-08-11,Night,1198,52,0.0434,18,0.805,535,161
2023-08-12,Morning,1021,27,0.0264,39,0.827,734,174
2023-08-12,Evening,978,10,0.0102,45,0.952,681,194
2023-08-12,Night,1136,43,0.0379,40,0.82,580,168
2023-08-13,Morning,1027,42,0.0409,7,0.924,563,186
2023-08-13,Evening,1062,41,0.0386,44,0.943,628,153
2023-08-13,Night,904,29,0.0321,96,0.76,715,192
2023-08-14,Morning,990,14,0.0141,21,0.862,645,196
2023-08-14,Evening,1140,55,0.0482,12,0.762,514,174
2023-08-14,Night,1180,22,0.0186,13,0.796,629,158
2023-08-15,Morning,1152,48,0.0417,10,0.782,680,185
2023-08-15,Evening,802,37,0.0461,47,0.812,772,156
2023-08-15,Night,1103,36,0.0326,54,0.951,689,198
2023-08-16,Morning,845,20,0.0237,89,0.919,501,151
2023-08-16,Evening,834,23,0.0276,67,0.77,601,183
2023-08-16,Night,1197,52,0.0434,65,0.777,582,174
2023-08-17,Morning,833,33,0.0396,76,0.858,525,176
2023-08-17,Evening,1068,15,0.014,52,0.757,654,182
2023-08-17,Night,1166,20,0.0172,89,0.891,535,162
2023-08-18,Morning,1058,20,0.0189,54,0.772,658,182
2023-08-18,Evening,810,36,0.0444,101,0.908,728,178
2023-08-18,Night,1100,13,0.0118,72,0.904,695,168
2023-08-19,Morning,1070,17,0.0159,70,0.796,749,184
2023-08-19,Evening,1077,18,0.0167,103,0.798,654,163
2023-08-19,Night,915,12,0.0131,82,0.805,764,180
2023-08-20,Morning,970,14,0.0144,54,0.817,561,189
2023-08-20,Evening,953,32,0.0336,68,0.919,592,168
2023-08-20,Night,959,40,0.0417,90,0.962,571,172
2023-08-21,Morning,1157,46,0.0398,64,0.962,506,155
2023-08-21,Evening,857,25,0.0292,36,0.853,707,167
2023-08-21,Night,1043,21,0.0201,103,0.787,693,177
2023-08-22,Morning,1060,18,0.017,113,0.833,574,160
2023-08-22,Evening,1065,39,0.0366,11,0.969,697,160
2023-08-22,Night,865,26,0.0301,25,0.826,645,158
2023-08-23,Morning,1193,21,0.0176,68,0.939,781,189
2023-08-23,Evening,944,18,0.0191,70,0.967,688,151
2023-08-23,Night,885,22,0.0249,42,0.861,781,152
2023-08-24,Morning,977,35,0.0358,83,0.921,543,190
2023-08-24,Evening,1088,54,0.0496,61,0.794,623,170
2023-08-24,Night,1058,42,0.0397,18,0.928,793,197
2023-08-25,Morning,1084,12,0.0111,81,0.975,764,190
2023-08-25,Evening,939,36,0.0383,31,0.977,782,163
2023-08-25,Night,811,34,0.0419,30,0.753,516,173
2023-08-26,Morning,1006,49,0.0487,60,0.951,611,177
2023-08-26,Evening,958,35,0.0365,64,0.881,552,162
2023-08-26,Night,1004,23,0.0229,78,0.977,605,151
2023-08-27,Morning,952,13,0.0137,86,0.767,630,188
2023-08-27,Evening,933,26,0.0279,3,0.902,780,172
2023-08-27,Night,1185,25,0.0211,58,0.804,541,194
2023-08-28,Morning,1032,17,0.0165,85,0.971,737,167
2023-08-28,Evening,902,23,0.0255,89,0.837,746,174
2023-08-28,Night,848,38,0.0448,17,0.934,562,177
2023-08-29,Morning,832,21,0.0252,36,0.824,548,167
2023-08-29,Evening,1002,15,0.015,58,0.923,524,192
2023-08-29,Night,904,24,0.0265,102,0.815,775,176
2023-08-30,Morning,813,30,0.0369,27,0.975,630,151
2023-08-30,Evening,1055,27,0.0256,9,0.8,716,187
2023-08-30,Night,1106,24,0.0217,114,0.758,652,175
2023-08-31,Morning,1014,11,0.0108,9,0.892,713,188
2023-08-31,Evening,1051,12,0.0114,2,0.824,795,165
2023-08-31,Night,1127,22,0.0195,117,0.779,590,156
2023-09-01,Morning,939,21,0.0224,15,0.803,646,185
2023-09-01,Evening,853,22,0.0258,67,0.774,728,151
2023-09-01,Night,927,26,0.028,89,0.886,796,193
2023-09-02,Morning,991,36,0.0363,3,0.883,738,175
2023-09-02,Evening,1007,45,0.0447,27,0.961,513,151
2023-09-02,Night,1101,32,0.0291,78,0.89,747,155
2023-09-03,Morning,1081,52,0.0481,3,0.93,575,163
2023-09-03,Evening,853,14,0.0164,23,0.895,601,154
2023-09-03,Night,1127,35,0.0311,119,0.752,796,166
2023-09-04,Morning,1111,24,0.0216,86,0.841,687,197
2023-09-04,Evening,880,37,0.042,30,0.886,527,173
2023-09-04,Night,1058,11,0.0104,25,0.841,561,193
2023-09-05,Morning,1114,35,0.0314,101,0.813,691,152
2023-09-05,Evening,1155,41,0.0355,112,0.795,683,182
2023-09-05,Night,812,39,0.048,82,0.828,654,173
2023-09-06,Morning,1158,32,0.0276,87,0.828,503,187
2023-09-06,Evening,1163,48,0.0413,93,0.783,507,195
2023-09-06,Night,957,33,0.0345,82,0.783,713,166
2023-09-07,Morning,896,14,0.0156,54,0.87,763,153
2023-09-07,Evening,1065,46,0.0432,120,0.751,699,165
2023-09-07,Night,1045,28,0.0268,101,0.906,623,192
2023-09-08,Morning,962,20,0.0208,90,0.791,768,197
2023-09-08,Evening,1013,38,0.0375,44,0.831,515,178
2023-09-08,Night,842,23,0.0273,9,0.767,735,196
2023-09-09,Morning,901,16,0.0178,19,0.929,670,155
2023-09-09,Evening,900,40,0.0444,12,0.977,762,169
2023-09-09,Night,951,39,0.041,105,0.897,533,190
2023-09-10,Morning,1127,32,0.0284,101,0.893,560,164
2023-09-10,Evening,1175,39,0.0332,77,0.913,600,164
2023-09-10,Night,1082,19,0.0176,6,0.755,769,164
2023-09-11,Morning,1049,52,0.0496,8,0.901,796,199
2023-09-11,Evening,812,16,0.0197,1,0.83,743,184
2023-09-11,Night,970,42,0.0433,45,0.843,665,180
2023-09-12,Morning,1128,55,0.0488,86,0.805,650,183
2023-09-12,Evening,930,22,0.0237,73,0.851,675,166
2023-09-12,Night,824,21,0.0255,101,0.85,620,170
2023-09-13,Morning,800,27,0.0338,56,0.943,648,193
2023-09-13,Evening,1113,24,0.0216,91,0.764,667,158
2023-09-13,Night,1072,15,0.014,104,0.97,732,183
2023-09-14,Morning,1071,34,0.0317,70,0.761,728,192
2023-09-14,Evening,883,33,0.0374,55,0.792,633,166
2023-09-14,Night,875,15,0.0171,76,0.952,695,200
2023-09-15,Morning,1109,51,0.046,58,0.788,525,163
2023-09-15,Evening,885,39,0.0441,50,0.816,750,154
2023-09-15,Night,908,37,0.0407,73,0.899,599,165
2023-09-16,Morning,841,18,0.0214,96,0.915,561,190
2023-09-16,Evening,1037,50,0.0482,6,0.935,754,182
2023-09-16,Night,952,30,0.0315,44,0.939,610,190
2023-09-17,Morning,1183,27,0.0228,26,0.832,700,172
2023-09-17,Evening,882,11,0.0125,90,0.857,759,187
2023-09-17,Night,950,14,0.0147,81,0.959,614,160
2023-09-18,Morning,1100,33,0.03,43,0.93,530,199
2023-09-18,Evening,1051,39,0.0371,16,0.801,732,178
2023-09-18,Night,1035,38,0.0367,118,0.891,675,175
2023-09-19,Morning,967,37,0.0383,39,0.97,699,166
2023-09-19,Evening,824,29,0.0352,42,0.979,736,199
2023-09-19,Night,962,18,0.0187,87,0.77,662,192
2023-09-20,Morning,1161,39,0.0336,46,0.871,543,191
2023-09-20,Evening,898,21,0.0234,95,0.838,638,186
2023-09-20,Night,961,35,0.0364,94,0.951,648,164
2023-09-21,Morning,1006,17,0.0169,102,0.944,719,172
2023-09-21,Evening,1185,27,0.0228,96,0.856,758,151
2023-09-21,Night,1194,33,0.0276,8,0.887,677,192
2023-09-22,Morning,862,27,0.0313,112,0.941,549,161
2023-09-22,Evening,1139,52,0.0457,18,0.901,734,173
2023-09-22,Night,821,8,0.0097,39,0.861,706,159
2023-09-23,Morning,861,28,0.0325,88,0.82,687,170
2023-09-23,Evening,936,36,0.0385,10,0.958,583,151
2023-09-23,Night,1011,35,0.0346,48,0.932,787,181
2023-09-24,Morning,962,47,0.0489,59,0.804,698,198
2023-09-24,Evening,993,10,0.0101,98,0.956,792,186
2023-09-24,Night,1069,48,0.0449,86,0.97,748,200
2023-09-25,Morning,823,13,0.0158,74,0.926,623,157
2023-09-25,Evening,1116,27,0.0242,94,0.767,790,157
2023-09-25,Night,864,26,0.0301,35,0.817,518,175
2023-09-26,Morning,966,10,0.0104,91,0.754,776,176
2023-09-26,Evening,801,30,0.0375,9,0.911,612,193
2023-09-26,Night,981,27,0.0275,41,0.822,716,187
2023-09-27,Morning,1154,19,0.0165,99,0.954,751,165
2023-09-27,Evening,1092,46,0.0421,46,0.843,766,187
2023-09-27,Night,980,21,0.0214,41,0.876,578,167
2023-09-28,Morning,845,17,0.0201,19,0.946,663,179
2023-09-28,Evening,1114,22,0.0197,47,0.868,599,160
2023-09-28,Night,878,12,0.0137,113,0.771,783,153
2023-09-29,Morning,878,39,0.0444,24,0.908,579,199
2023-09-29,Evening,1016,36,0.0354,88,0.839,766,199
2023-09-29,Night,1069,47,0.044,79,0.774,605,172
2023-09-30,Morning,965,33,0.0342,95,0.887,661,171
2023-09-30,Evening,982,13,0.0132,69,0.87,613,152
2023-09-30,Night,816,26,0.0319,73,0.914,593,157
2023-10-01,Morning,822,13,0.0158,73,0.833,711,165
2023-10-01,Evening,898,15,0.0167,41,0.807,726,172
2023-10-01,Night,1133,50,0.0441,61,0.957,731,187
2023-10-02,Morning,1039,11,0.0106,15,0.826,656,156
2023-10-02,Evening,1014,17,0.0168,39,0.82,727,156
2023-10-02,Night,1054,13,0.0123,2,0.85,501,198
2023-10-03,Morning,1163,36,0.031,119,0.97,711,177
2023-10-03,Evening,962,12,0.0125,120,0.975,766,167
2023-10-03,Night,935,42,0.0449,10,0.971,616,170
2023-10-04,Morning,994,36,0.0362,74,0.774,514,177
2023-10-04,Evening,1089,49,0.045,93,0.975,591,169
2023-10-04,Night,990,49,0.0495,52,0.853,748,184
2023-10-05,Morning,992,17,0.0171,52,0.97,502,196
2023-10-05,Evening,994,44,0.0443,107,0.953,564,180
2023-10-05,Night,1033,42,0.0407,39,0.791,767,152
2023-10-06,Morning,839,8,0.0095,63,0.793,673,168
2023-10-06,Evening,1091,27,0.0247,43,0.971,733,162
2023-10-06,Night,1190,40,0.0336,61,0.939,685,160
2023-10-07,Morning,913,26,0.0285,103,0.955,567,180
2023-10-07,Evening,963,20,0.0208,61,0.846,735,172
2023-10-07,Night,1073,17,0.0158,112,0.966,695,186
2023-10-08,Morning,1109,38,0.0343,86,0.754,647,168
2023-10-08,Evening,946,19,0.0201,73,0.775,515,199
2023-10-08,Night,925,20,0.0216,9,0.913,766,200
2023-10-09,Morning,963,46,0.0478,8,0.957,663,185
2023-10-09,Evening,1086,43,0.0396,12,0.9,629,154
2023-10-09,Night,1119,28,0.025,85,0.957,554,167
2023-10-10,Morning,1179,37,0.0314,4,0.813,757,171
2023-10-10,Evening,823,21,0.0255,14,0.939,728,187
2023-10-10,Night,1164,51,0.0438,118,0.869,710,174
2023-10-11,Morning,803,15,0.0187,22,0.902,718,174
2023-10-11,Evening,810,29,0.0358,113,0.789,548,196
2023-10-11,Night,834,30,0.036,60,0.963,697,178
2023-10-12,Morning,941,34,0.0361,43,0.867,714,177
2023-10-12,Evening,828,10,0.0121,56,0.943,536,164
2023-10-12,Night,1109,42,0.0379,21,0.929,568,170
2023-10-13,Morning,970,39,0.0402,80,0.855,762,170
2023-10-13,Evening,845,24,0.0284,9,0.831,626,163
2023-10-13,Night,966,27,0.028,38,0.876,733,183
2023-10-14,Morning,807,14,0.0173,55,0.946,633,150
2023-10-14,Evening,838,10,0.0119,84,0.756,584,170
2023-10-14,Night,1067,38,0.0356,7,0.816,567,199
2023-10-15,Morning,1091,51,0.0467,41,0.929,635,188
2023-10-15,Evening,1137,26,0.0229,7,0.887,506,172
2023-10-15,Night,819,31,0.0379,1,0.885,660,192
2023-10-16,Morning,916,43,0.0469,95,0.95,577,186
2023-10-16,Evening,1046,11,0.0105,43,0.922,620,164
2023-10-16,Night,1111,29,0.0261,27,0.84,731,154
2023-10-17,Morning,1096,13,0.0119,31,0.929,526,193
2023-10-17,Evening,873,11,0.0126,31,0.893,639,196
2023-10-17,Night,1178,49,0.0416,67,0.897,505,176
2023-10-18,Morning,1196,36,0.0301,50,0.781,716,179
2023-10-18,Evening,897,44,0.0491,14,0.845,760,161
2023-10-18,Night,1176,17,0.0145,106,0.818,624,182
2023-10-19,Morning,972,41,0.0422,90,0.953,661,200
2023-10-19,Evening,864,42,0.0486,0,0.954,615,173
2023-10-19,Night,907,9,0.0099,52,0.975,790,154
2023-10-20,Morning,1126,29,0.0258,62,0.904,594,199
2023-10-20,Evening,997,16,0.016,82,0.84,695,195
2023-10-20,Night,1174,17,0.0145,95,0.807,559,157
2023-10-21,Morning,1029,35,0.034,112,0.818,748,158
2023-10-21,Evening,1039,13,0.0125,84,0.942,624,175
2023-10-21,Night,1185,26,0.0219,106,0.813,648,162
2023-10-22,Morning,1029,37,0.036,40,0.809,764,182
2023-10-22,Evening,835,24,0.0287,50,0.972,694,153
2023-10-22,Night,1004,12,0.012,6,0.861,726,180
2023-10-23,Morning,978,21,0.0215,36,0.953,536,193
2023-10-23,Evening,1136,35,0.0308,93,0.778,784,162
2023-10-23,Night,819,27,0.033,71,0.812,657,150
2023-10-24,Morning,893,18,0.0202,112,0.846,596,167
2023-10-24,Evening,865,25,0.0289,61,0.883,654,199
2023-10-24,Night,830,22,0.0265,14,0.755,738,168
2023-10-25,Morning,932,20,0.0215,7,0.817,657,161
2023-10-25,Evening,977,36,0.0368,89,0.769,634,177
2023-10-25,Night,848,13,0.0153,80,0.889,746,185
2023-10-26,Morning,893,25,0.028,63,0.977,724,158
2023-10-26,Evening,960,44,0.0458,7,0.964,570,170
2023-10-26,Night,856,30,0.035,85,0.959,568,175
2023-10-27,Morning,1096,39,0.0356,9,0.812,641,156
2023-10-27,Evening,1170,40,0.0342,20,0.795,723,180
2023-10-27,Night,1145,46,0.0402,58,0.895,692,186
2023-10-28,Morning,1198,36,0.0301,78,0.885,771,184
2023-10-28,Evening,839,22,0.0262,25,0.902,778,187
2023-10-28,Night,1080,49,0.0454,114,0.918,606,162
2023-10-29,Morning,855,27,0.0316,87,0.787,595,161
2023-10-29,Evening,1030,42,0.0408,4,0.845,601,155
2023-10-29,Night,874,23,0.0263,36,0.851,615,194
2023-10-30,Morning,1063,52,0.0489,14,0.804,645,190
2023-10-30,Evening,1100,16,0.0145,46,0.913,523,175
2023-10-30,Night,840,11,0.0131,81,0.912,699,167
2023-10-31,Morning,1113,26,0.0234,106,0.903,666,183
2023-10-31,Evening,1074,40,0.0372,44,0.969,710,187
2023-10-31,Night,874,9,0.0103,116,0.965,692,191
2023-11-01,Morning,1173,22,0.0188,67,0.953,633,187
2023-11-01,Evening,1127,38,0.0337,82,0.895,696,166
2023-11-01,Night,980,20,0.0204,65,0.921,672,165
2023-11-02,Morning,1088,31,0.0285,17,0.952,756,173
2023-11-02,Evening,1023,38,0.0371,112,0.794,712,176
2023-11-02,Night,1102,13,0.0118,23,0.82,600,191
2023-11-03,Morning,1090,43,0.0394,68,0.797,555,184
2023-11-03,Evening,822,32,0.0389,63,0.875,732,178
2023-11-03,Night,861,13,0.0151,2,0.779,616,192
2023-11-04,Morning,999,45,0.045,27,0.845,630,167
2023-11-04,Evening,950,24,0.0253,95,0.98,536,152
2023-11-04,Night,825,20,0.0242,96,0.751,540,195
2023-11-05,Morning,1115,20,0.0179,24,0.934,791,200
